"Duration..in.seconds."	"ResponseId"	"age"	"sex"	"sex_3_TEXT"	"eth"	"eth_9_TEXT"	"rel"	"rel_8_TEXT"	"conLib_1"	"conLib_2"	"sdo_1"	"sdo_2"	"sdo_3"	"sdo_4"	"sdo_5"	"sdo_6"	"sdo_7"	"sdo_8"	"rwa_1"	"rwa_2"	"rwa_3"	"rwa_4"	"rwa_5"	"rwa_6"	"rwa_7"	"rwa_8"	"rwa_9"	"pols_1"	"pols_2"	"pols_3"	"pols_4"	"pols_5"	"beth_1"	"beth_2"	"beth_3"	"beth_4"	"bethSym1_4"	"stanley_1"	"stanley_2"	"stanley_3"	"stanley_4"	"stanleySym1_1"	"tina_1"	"tina_2"	"tina_3"	"tina_4"	"tinaSym1_1"	"speaker_1"	"speaker_2"	"speaker_3"	"speaker_4"	"speakerSym1_1"	"bethCheck"	"bethSRel"	"bethSwitch_1"	"bethSwitch_2"	"bethSwitch_3"	"bethSwitch_4"	"bethSym2_1"	"stanleyCheck"	"stanleySRel"	"stanleySwitch_1"	"stanleySwitch_2"	"stanleySwitch_3"	"stanleySwitch_4"	"stanleySym2_1"	"tinaCheck"	"tinaSRel"	"tinaSwitch_1"	"tinaSwitch_2"	"tinaSwitch_3"	"tinaSwitch_4"	"tinaSym2_1"	"speakerCheck"	"speakerSRel"	"speakerSwitch_1"	"speakerSwitch_2"	"speakerSwitch_3"	"speakerSwitch_4"	"speakerSym2_1"	"box"	"leftFirst"	"order"	"mTurkCode"	"team"	"id"	"sdo"	"sdo_level"	"SDO"	"lsdo"	"slsdo"	"apc_1"	"apc_2"	"frs_1"	"frs_2"	"frs_3"	"rwa"	"apc"	"bethAtt"	"tinaAtt"	"stanleyAtt"	"speakerAtt"	"totalAtt"	"beth"	"bethSwitch"	"tina"	"tinaSwitch"	"speaker"	"speakerSwitch"	"stanley"	"stanleySwitch"	"liked2"	"liked2_2"	"sdo_level2"	"message"	"sdo_level2c"	"bethDiff"	"tinaDiff"	"stanDiff"	"speaDiff"
"568"	"R_OkVKCsae9Yy2OrL"	32	"Female"	""	"Caucasian"	""	"Christianity"	""	"43"	"-46"	3	2	3	4	4	3	3	3	3	5	4	4	"5 Slightly agree"	"3 Slightly disagree"	"7 Strongly agree"	"6 Agree"	"5 Slightly agree"	-56	13	-25	-100	0	3	7	1	7	"0"	3	1	1	3	"0"	1	4	1	1	"0"	5	5	2	6	"0"	"Republicans"	"To some extent"	2	7	1	7	"0"	"Donald Trump"	"Not at all"	1	1	1	2	"0"	"People are too insensitive about race and gender"	"Not at all"	1	4	1	1	"0"	"Support of multiculturalism"	"&nbsp;"	5	5	1	5	"0"	""	"1"	"23"	"2810782"	"reps"	146	3.125	"medium"	0.49375	1.13943428318836	0.340637655479587	4	6	6	5	4	4	5	1	1	1	1	4	4.5	4.25	1.75	1.75	4.5	4	2	1.25	-1	-0.49375	"high"	1	1	-0.25	0	-0.75	-0.5
"1398"	"R_2WZoVA2OaUubNni"	56	"Female"	""	"African American"	""	"Christianity"	""	"34"	"11"	1	1	4	3	2	2	5	4	2	6	2	1	"4 Neutral"	"4 Neutral"	"6 Agree"	"3 Slightly disagree"	"6 Agree"	39	-44	-62	13	46	2	3	3	4	"4"	7	6	5	5	"5"	5	5	2	3	"9"	4	2	2	5	"6"	"Democrats"	"Not at all"	2	2	3	6	"4"	"Hillary Clinton"	"To some extent"	6	6	5	5	"4"	"People are too sensitive about race and gender"	"&nbsp;"	6	6	2	3	"6"	"Opposition to multiculturalism"	"&nbsp;"	4	2	2	6	"8"	""	"0"	"5"	"7745949"	"reps"	147	2.75	"medium"	0.11875	1.01160091167848	0.212804283969702	3	5	5	2	5	2.75	4	1	1	1	1	4	3	3.25	3.75	4.25	3.25	3.5	5.75	5.5	1	0.11875	"high"	-1	1	0.25	0.5	-0.25	0.25
"1065"	"R_6gOuKppshBrENMx"	32	"Female"	""	"Caucasian"	""	"Christianity"	""	"43"	"21"	1	4	2	4	2	2	5	5	4	7	4	4	"6 Agree"	"6 Agree"	"7 Strongly agree"	"7 Strongly agree"	"5 Slightly agree"	-31	70	89	-96	-82	4	7	7	7	"100"	6	5	7	5	"19"	6	7	4	6	"63"	5	5	6	7	"100"	"Democrats"	"To some extent"	3	5	6	6	"-94"	"Hillary Clinton"	"&nbsp;"	7	7	7	6	"-81"	"People are too sensitive about race and gender"	"&nbsp;"	5	3	3	4	"-44"	"Opposition to multiculturalism"	"To a large extent"	5	6	5	7	"-53"	"good study"	"0"	"21"	"9774892"	"reps"	148	3.125	"medium"	0.49375	1.13943428318836	0.340637655479587	5	3	6	6	4	4.75	4	1	1	1	1	4	6.25	5	5.75	3.75	5.75	5.75	5.75	6.75	1	0.49375	"high"	-1	1	-1.25	-2	1	0
"741"	"R_3n0Itlqox28lIGE"	26	"Male"	""	"Caucasian"	""	"Agnostic"	""	"29"	"32"	1	2	3	3	2	1	3	3	4	5	1	1	"6 Agree"	"4 Neutral"	"6 Agree"	"6 Agree"	"6 Agree"	34	7	43	-37	-9	3	5	5	4	"8"	5	4	3	3	"-42"	5	4	1	6	"15"	3	3	2	4	"-44"	"Democrats"	"To some extent"	4	5	5	3	"-19"	"Hillary Clinton"	"Not at all"	5	4	5	3	"-25"	"People are too sensitive about race and gender"	"To some extent"	4	2	4	6	"31"	"Opposition to multiculturalism"	"&nbsp;"	4	5	3	6	"53"	""	"0"	"23"	"9717113"	"reps"	149	2.25	"medium"	-0.38125	0.810930216216329	0.0121335885075505	5	5	5	5	5	2.75	5	1	1	1	1	4	4.25	4.25	4	4	3	4.5	3.75	4.25	-1	-0.38125	"low"	-1	-1	0	0	0.5	1.5
"1912"	"R_2f6VvsbvEgRTXzj"	46	"Male"	""	"Caucasian"	""	"Christianity"	""	"11"	"29"	1	3	4	5	6	5	5	4	2	4	2	1	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	"7 Strongly agree"	"5 Slightly agree"	-24	51	27	-88	-57	1	6	2	6	"-10"	2	4	6	6	"-10"	2	3	1	2	"-96"	5	7	7	7	"-60"	"Republicans"	"To some extent"	1	6	2	7	"50"	"Donald Trump"	"&nbsp;"	2	5	6	6	"61"	"People are too insensitive about race and gender"	"To a large extent"	3	7	2	6	"80"	"Support of multiculturalism"	"&nbsp;"	5	7	7	7	"20"	"The Facebook example is somewhat different from the others, so a consistent supporter of free speech should NOT be neutral here. The \"progressive\" example in this case amounts to urging others to shut down discussion via charges of racism and sexism. By contrast, the \"conservative\" example is supporting open discussion. The other three pairs were fair, I think."	"1"	"4"	"2313213"	"reps"	150	4.125	"high"	1.49375	1.41706601978664	0.618269392077866	6	8	6	6	4	2.25	7	1	1	1	1	4	3.75	4	2	4.5	6.5	6.5	4.5	4.75	-1	-1.49375	"high"	1	1	0.25	2.5	0.25	0
"198"	"R_1ikg8TS0X8Hg0HD"	20	"Male"	""	"Caucasian"	""	"Atheist"	""	"-39"	"-38"	4	4	4	3	4	4	5	5	4	5	4	5	"4 Neutral"	"5 Slightly agree"	"5 Slightly agree"	"4 Neutral"	"4 Neutral"	100	-33	-100	35	100	3	3	6	2	"20"	2	7	7	2	"-63"	5	5	1	6	"-12"	0	3	3	6	"23"	"Republicans"	"To some extent"	4	3	5	3	"-30"	"Hillary Clinton"	"To some extent"	3	4	5	4	"-24"	"People are too sensitive about race and gender"	"&nbsp;"	5	5	4	4	"-9"	"Opposition to multiculturalism"	"To some extent"	2	3	3	5	"-17"	""	"1"	"13"	"1701182"	"dems"	151	4.125	"high"	1.49375	1.41706601978664	0.618269392077866	3	4	4	3	3	4.5	3.5	1	0	0	0	1	3.5	3.75	4.25	4.5	3	3.25	4.5	4	-1	-1.49375	"high"	1	1	0.25	0.25	-0.5	0.25
"313"	"R_22VLt5PTVBCzeYn"	35	"Female"	""	"Caucasian"	""	"Christianity"	""	"-43"	"-42"	0	0	2	2	6	0	2	2	5	2	6	6	"7 Strongly agree"	"6 Agree"	"7 Strongly agree"	"7 Strongly agree"	"5 Slightly agree"	100	-22	-100	100	100	4	5	5	3	"-45"	3	5	4	2	"34"	6	3	1	5	"9"	0	2	2	6	"84"	"Democrats"	"To a large extent"	6	4	4	5	"-37"	"Donald Trump"	"To some extent"	4	4	4	3	"-58"	"People are too sensitive about race and gender"	"To a large extent"	4	6	3	6	"-24"	"Support for affirmative action"	"&nbsp;"	0	3	3	6	"42"	""	"0"	"3"	"5504061"	"dems"	152	1.75	"medium"	-0.88125	0.559615787935423	-0.239180839773356	6	3	6	6	4	4.75	4.5	1	1	0	0	2	4.25	4.75	3.75	4.75	2.5	3	3.5	3.75	-1	-0.88125	"low"	-1	-1	0.5	1	0.25	0.5
"362"	"R_21BO85VPu1cajZD"	32	"Female"	""	"Caucasian"	""	"Atheist"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	1	3	0	0	"5 Slightly agree"	"3 Slightly disagree"	"7 Strongly agree"	"4 Neutral"	"7 Strongly agree"	100	-85	-100	67	100	4	7	1	7	"0"	2	2	3	4	"0"	4	4	1	3	"40"	5	2	7	4	"83"	"Republicans"	"&nbsp;"	4	7	1	7	"0"	"Donald Trump"	"&nbsp;"	2	1	3	6	"0"	"People are too insensitive about race and gender"	"&nbsp;"	4	4	1	3	"0"	"Support of multiculturalism"	"&nbsp;"	5	3	7	5	"-57"	""	"1"	"7"	"6124557"	"dems"	153	1	"low"	-1.63125	0	-0.798796627708778	4	6	6	3	6	1	5	1	1	1	1	4	4.75	4.75	3	3	4.5	5	2.75	3	1	1.63125	"low"	1	-1	0	0	0.25	0.5
"367"	"R_1FJ5JjE8n1YEmGv"	35	"Male"	""	"Caucasian"	""	"Atheist"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	1	4	1	0	"2 Disagree"	"7 Strongly agree"	"7 Strongly agree"	"1 Strongly disagree"	"6 Agree"	74	-77	-81	10	22	1	7	1	7	"0"	4	1	1	7	"0"	1	4	1	4	"0"	5	1	1	1	"0"	"Democrats"	"Not at all"	1	7	1	7	"0"	"Hillary Clinton"	"Not at all"	4	1	1	7	"0"	"People are too sensitive about race and gender"	"Not at all"	7	1	1	4	"0"	"Opposition to multiculturalism"	"Not at all"	5	1	1	1	"0"	""	"0"	"24"	"7926538"	"dems"	154	1	"low"	-1.63125	0	-0.798796627708778	1	2	6	0	5	1.5	1.5	1	1	1	1	4	4	4	2.5	3.25	2	2	3.25	3.25	-1	-1.63125	"low"	-1	-1	0	0.75	0	0
"380"	"R_3k7iwefwYO6xnsA"	30	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-29"	"-19"	5	4	5	5	1	5	3	6	3	6	4	4	"6 Agree"	"4 Neutral"	"7 Strongly agree"	"5 Slightly agree"	"4 Neutral"	46	-86	-100	-24	17	2	5	5	4	"32"	4	3	5	2	"47"	5	6	4	3	"34"	2	3	6	6	"52"	"Republicans"	""	3	4	3	2	"44"	"Bernie Sanders"	"&nbsp;"	5	6	2	4	"32"	"People are too sensitive about race and gender"	"&nbsp;"	6	3	3	4	"-41"	"Support of multiculturalism"	"&nbsp;"	1	2	4	3	"63"	""	"1"	"17"	"2104686"	"dems"	155	4.25	"high"	1.61875	1.44691898293633	0.648122355227547	5	5	6	4	3	4.25	5	1	0	0	1	2	4	3	4.5	4	4.25	2.5	3.5	4.25	-1	-1.61875	"high"	1	1	-1	-0.5	0.75	-1.75
"449"	"R_1gNL9Ol7W2Ih2ms"	33	"Male"	""	"Asian"	""	"Buddhism"	""	"-42"	"-42"	0	0	2	2	0	0	2	2	3	4	0	0	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"5 Slightly agree"	"7 Strongly agree"	100	-100	-100	18	100	4	4	6	3	"0"	4	6	4	7	"0"	5	5	1	4	"-18"	2	2	1	2	"-48"	"Democrats"	"Not at all"	5	7	6	4	"0"	"Hillary Clinton"	"Not at all"	7	7	3	7	"0"	"People are too sensitive about race and gender"	"Not at all"	5	5	1	4	"0"	"Opposition to multiculturalism"	"Not at all"	3	1	4	4	"0"	""	"0"	"4"	"2428636"	"dems"	156	1	"low"	-1.63125	0	-0.798796627708778	6	2	6	4	6	1.75	4	1	1	1	1	4	4.25	5.5	3.75	3.75	1.75	3	5.25	6	-1	-1.63125	"low"	-1	-1	1.25	0	0.75	1.25
"446"	"R_3CQakKLbpBCIByt"	54	"Female"	""	"African American"	""	"Spiritual, but not affiliated with an organized religion"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	4	5	2	2	"2 Disagree"	"7 Strongly agree"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	80	-100	-100	95	100	1	7	1	4	"-100"	1	1	1	1	"-100"	7	7	2	7	"78"	-1	1	1	1	"-100"	"Democrats"	"To a large extent"	7	7	7	7	"87"	"Hillary Clinton"	"Not at all"	1	1	1	1	"-100"	"People are too sensitive about race and gender"	"To some extent"	3	4	1	4	"-3"	"Opposition to multiculturalism"	"To a large extent"	5	3	4	1	"100"	""	"0"	"6"	"3343570"	"dems"	157	1	"low"	-1.63125	0	-0.798796627708778	1	2	6	0	6	3.25	1.5	1	1	1	1	4	3.25	7	5.75	3	0.5	3.25	1	1	-1	-1.63125	"low"	-1	-1	3.75	-2.75	0	2.75
"441"	"R_3m8tBJobJpcBzY5"	36	"Male"	""	"Caucasian"	""	"Christianity"	""	"-34"	"-33"	4	3	4	3	4	2	4	4	2	5	2	3	"4 Neutral"	"2 Disagree"	"5 Slightly agree"	"3 Slightly disagree"	"5 Slightly agree"	76	-72	-97	66	91	3	6	2	6	"26"	2	2	2	2	"-70"	5	3	1	2	"5"	4	2	2	4	"7"	"Democrats"	"Not at all"	3	6	2	6	"13"	"Hillary Clinton"	"Not at all"	2	2	2	2	"-61"	"People are too sensitive about race and gender"	"Not at all"	4	6	1	2	"12"	"Support of multiculturalism"	"Not at all"	4	2	2	2	"5"	""	"0"	"16"	"3272245"	"dems"	158	3.5	"high"	0.86875	1.25276296849537	0.45396634078659	3	7	4	2	4	3	5	1	1	1	0	3	4.25	4.25	2.75	3.25	3	2.5	2	2	1	0.86875	"high"	-1	1	0	0.5	0	-0.5
"403"	"R_30tWiI01DcGLCfJ"	30	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"9"	"-37"	4	3	6	5	3	3	4	4	2	5	2	1	"2 Disagree"	"2 Disagree"	"7 Strongly agree"	"3 Slightly disagree"	"6 Agree"	36	-100	-100	16	71	3	7	4	6	"16"	4	6	5	5	"73"	7	5	2	4	"32"	4	4	5	4	"0"	"Republicans"	"&nbsp;"	3	6	6	6	"28"	"Donald Trump"	"&nbsp;"	3	5	3	3	"-64"	"People are too insensitive about race and gender"	"To some extent"	6	3	1	2	"-12"	"Support of multiculturalism"	"&nbsp;"	4	3	3	5	"5"	"None "	"1"	"4"	"9828103"	"dems"	159	4	"high"	1.36875	1.38629436111989	0.587497733411112	1	7	6	2	5	2.5	4	1	1	1	1	4	5	5.25	4.5	3	4.25	3.75	5	3.5	-1	-1.36875	"high"	1	1	0.25	-1.5	-1.5	-0.5
"459"	"R_BV34Bejt7R61swF"	22	"Male"	""	"Caucasian"	""	"Buddhism"	""	"20"	"-19"	0	0	2	2	0	0	2	2	0	2	5	0	"6 Agree"	"6 Agree"	"7 Strongly agree"	"5 Slightly agree"	"5 Slightly agree"	50	-100	-5	-99	-100	6	7	5	7	"50"	6	6	1	2	"-20"	7	7	2	4	"50"	5	7	7	7	"50"	"Democrats"	"Not at all"	7	7	6	7	"50"	"Hillary Clinton"	"Not at all"	7	6	6	2	"20"	"People are too sensitive about race and gender"	"Not at all"	7	6	2	7	"50"	"Support of multiculturalism"	"Not at all"	5	3	7	7	"50"	""	"0"	"14"	"6435614"	"dems"	160	1	"low"	-1.63125	0	-0.798796627708778	5	3	6	4	4	1.75	4	1	1	1	0	3	6.25	6.75	5	5.5	6.5	5.5	3.75	5.25	-1	-1.63125	"low"	-1	-1	0.5	0.5	1.5	-1
"373"	"R_wWP3inJWXA1T6DL"	31	"Male"	""	"Caucasian"	""	"Atheist"	""	"-36"	"-37"	0	0	2	2	0	0	3	3	3	7	1	3	"6 Agree"	"2 Disagree"	"7 Strongly agree"	"6 Agree"	"5 Slightly agree"	80	-100	-100	50	80	7	7	5	7	"0"	7	7	2	7	"0"	6	7	1	1	"0"	5	1	2	5	"0"	"Democrats"	"Not at all"	7	7	5	7	"0"	"Donald Trump"	"Not at all"	7	7	2	7	"0"	"People are too sensitive about race and gender"	"Not at all"	7	7	1	1	"0"	"Support of multiculturalism"	"Not at all"	5	1	2	2	"0"	"none"	"1"	"1"	"1638462"	"dems"	161	1.25	"low"	-1.38125	0.22314355131421	-0.575653076394568	5	7	6	5	4	3.5	6	0	0	1	1	2	6.5	6.5	3.75	4	3.25	2.5	5.75	5.75	1	1.38125	"low"	1	-1	0	0.25	0	-0.75
"562"	"R_b25iIOIdVuTPxkt"	25	"Male"	""	"Caucasian"	""	"Atheist"	""	"8"	"-50"	0	0	2	2	0	0	2	2	3	2	0	0	"1 Strongly disagree"	"1 Strongly disagree"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	100	-100	-100	6	21	1	7	1	7	"0"	7	7	7	7	"0"	1	1	1	1	"0"	5	7	7	7	"-100"	"Republicans"	"Not at all"	1	7	1	7	"0"	"Donald Trump"	"Not at all"	7	7	7	7	"0"	"People are too insensitive about race and gender"	"Not at all"	1	1	1	1	"0"	"Opposition to multiculturalism"	"Not at all"	5	7	7	7	"0"	""	"1"	"11"	"3006469"	"dems"	162	1	"low"	-1.63125	0	-0.798796627708778	0	8	6	0	6	1.25	4	1	1	1	0	3	4	4	1	1	6.5	6.5	7	7	1	1.63125	"low"	1	-1	0	0	0	0
"526"	"R_BSzPKReHc4irJm1"	26	"Female"	""	"Hispanic"	""	"Agnostic"	""	"-10"	"-45"	0	0	2	2	6	0	2	2	0	3	0	0	"2 Disagree"	"7 Strongly agree"	"7 Strongly agree"	"1 Strongly disagree"	"7 Strongly agree"	88	-80	-100	-68	-19	3	6	2	6	"-25"	1	1	1	2	"-86"	5	5	3	3	"-28"	0	1	1	1	"50"	"Democrats"	"&nbsp;"	3	7	3	5	"23"	"Hillary Clinton"	"&nbsp;"	2	2	2	3	"21"	"People are too sensitive about race and gender"	"&nbsp;"	3	5	2	5	"36"	"Opposition to multiculturalism"	"To some extent"	4	5	2	3	"59"	""	"0"	"15"	"1643601"	"dems"	163	1.75	"medium"	-0.88125	0.559615787935423	-0.239180839773356	1	2	6	0	6	0.75	1.5	1	1	1	1	4	4.25	4.5	4	3.75	0.75	3.5	1.25	2.25	-1	-0.88125	"low"	-1	-1	0.25	-0.25	1	2.75
"503"	"R_3PuItaAeCOFFgK0"	44	"Male"	""	"Caucasian"	""	"Atheist"	""	"-34"	"-50"	0	0	2	2	0	0	2	2	0	4	1	0	"3 Slightly disagree"	"4 Neutral"	"7 Strongly agree"	"3 Slightly disagree"	"7 Strongly agree"	90	-100	-100	-90	13	3	7	1	7	"-10"	6	3	7	7	"-5"	1	4	1	1	"0"	5	1	3	3	"0"	"Democrats"	"Not at all"	3	7	1	7	"-10"	"Hillary Clinton"	"Not at all"	6	2	5	7	"-5"	"People are too sensitive about race and gender"	"Not at all"	2	4	1	1	"0"	"Opposition to multiculturalism"	"Not at all"	5	1	3	3	"0"	""	"0"	"1"	"4613193"	"dems"	164	1	"low"	-1.63125	0	-0.798796627708778	2	5	6	2	6	1.25	3.5	1	1	1	1	4	4.5	4.5	1.75	2	3	3	5.75	5	-1	-1.63125	"low"	-1	-1	0	0.25	-0.75	0
"630"	"R_31HpUthSK8DL0kF"	35	"Male"	""	"Caucasian"	""	"Christianity"	""	"-31"	"-50"	0	0	2	2	0	0	2	2	2	6	2	0	"3 Slightly disagree"	"5 Slightly agree"	"7 Strongly agree"	"1 Strongly disagree"	"2 Disagree"	100	-100	-100	50	70	1	7	2	5	"-20"	1	2	3	5	"-80"	3	5	1	3	"-10"	5	3	1	5	"-60"	"Democrats"	"Not at all"	1	7	2	5	"20"	"Hillary Clinton"	"To some extent"	1	3	3	1	"5"	"People are too sensitive about race and gender"	"To some extent"	5	5	1	5	"5"	"Opposition to multiculturalism"	"To some extent"	4	3	2	5	"40"	"None."	"0"	"12"	"6403007"	"dems"	165	1	"low"	-1.63125	0	-0.798796627708778	2	4	6	0	1	2.5	3	1	1	1	1	4	3.75	3.75	3	4	3.5	3.5	2.75	2	-1	-1.63125	"low"	-1	-1	0	1	-0.75	0
"537"	"R_11ZN75GozqZ9eBO"	19	"Female"	""	"Caucasian"	""	"Christianity"	""	"-37"	"-34"	1	0	2	3	6	1	3	2	1	7	1	2	"2 Disagree"	"2 Disagree"	"6 Agree"	"3 Slightly disagree"	"2 Disagree"	72	22	27	-100	20	5	6	5	6	"65"	3	3	2	2	"-67"	3	3	2	3	"48"	4	2	6	6	"40"	"Republicans"	"Not at all"	3	6	2	6	"34"	"Hillary Clinton"	"Not at all"	3	5	2	2	"-39"	"People are too sensitive about race and gender"	"Not at all"	2	2	2	2	"31"	"Support of multiculturalism"	"Not at all"	4	2	6	6	"33"	""	"0"	"18"	"9667383"	"dems"	166	2.25	"medium"	-0.38125	0.810930216216329	0.0121335885075505	1	7	5	2	1	2.75	4	0	1	1	0	2	5.5	4.25	2.75	2	4.5	4.5	2.5	3	-1	-0.38125	"low"	-1	-1	-1.25	-0.75	0.5	0
"634"	"R_29gnF7S16CChRye"	27	"Female"	""	"Caucasian"	""	"Agnostic"	""	"-2"	"-39"	1	0	3	2	1	0	2	2	1	4	1	0	"5 Slightly agree"	"3 Slightly disagree"	"6 Agree"	"2 Disagree"	"5 Slightly agree"	85	-54	-94	-35	59	4	6	6	6	"0"	7	6	7	5	"22"	7	6	6	3	"63"	5	7	6	7	"42"	"Republicans"	"Not at all"	3	6	7	6	"-20"	"Donald Trump"	"&nbsp;"	7	5	7	3	"-39"	"People are too sensitive about race and gender"	"Not at all"	7	5	7	5	"-12"	"Support of multiculturalism"	"To some extent"	3	7	5	7	"-76"	""	"1"	"7"	"6057990"	"dems"	167	1.375	"low"	-1.25625	0.318453731118535	-0.480342896590244	4	6	5	1	4	1.5	5	1	0	1	1	3	5.5	5.5	5.5	6	6.25	5.5	6.25	5.5	1	1.25625	"low"	1	-1	0	0.5	-0.75	-0.75
"558"	"R_1JQ11PHcJ8YM1mR"	35	"Female"	""	"Asian"	""	"Christianity"	""	"-32"	"-31"	3	2	3	3	2	2	3	2	1	3	3	1	"3 Slightly disagree"	"5 Slightly agree"	"7 Strongly agree"	"3 Slightly disagree"	"6 Agree"	40	-75	-100	5	33	3	5	4	5	"-40"	2	3	1	1	"-40"	2	3	2	3	"-80"	1	2	2	3	"-100"	"Democrats"	"To some extent"	3	6	4	6	"0"	"Hillary Clinton"	"&nbsp;"	2	2	1	2	"100"	"People are too sensitive about race and gender"	"&nbsp;"	5	5	2	5	"100"	"Opposition to multiculturalism"	"To some extent"	5	3	2	5	"81"	""	"0"	"22"	"5810001"	"dems"	168	2.5	"medium"	-0.13125	0.916290731874155	0.117494104165377	2	4	6	2	5	2	3	1	1	1	1	4	4.25	4.75	2.5	4.25	2	3.75	1.75	1.75	-1	-0.13125	"low"	-1	-1	0.5	1.75	0	1.75
"646"	"R_2xXIjt23qqDhKhZ"	53	"Male"	""	"Caucasian"	""	"Agnostic"	""	"-36"	"-47"	0	0	2	2	1	1	2	2	1	3	2	0	"5 Slightly agree"	"6 Agree"	"7 Strongly agree"	"3 Slightly disagree"	"7 Strongly agree"	45	-100	-100	-42	22	2	7	2	7	"-23"	5	2	2	7	"-83"	3	3	2	3	"-22"	5	7	7	7	"-84"	"Democrats"	"Not at all"	3	7	2	7	"39"	"Hillary Clinton"	"Not at all"	3	3	2	6	"56"	"People are too sensitive about race and gender"	"Not at all"	2	2	2	2	"80"	"Opposition to multiculturalism"	"Not at all"	4	6	6	7	"81"	""	"0"	"9"	"7468756"	"dems"	169	1.25	"low"	-1.38125	0.22314355131421	-0.575653076394568	4	3	6	2	6	1.5	3.5	1	1	1	1	4	4.5	4.75	2.75	2	6.5	5.75	4	3.5	-1	-1.38125	"low"	-1	-1	0.25	-0.75	-0.5	-0.75
"409"	"R_3qdm1O9qMQr14JW"	32	"Male"	""	"Caucasian"	""	"Agnostic"	""	"13"	"-9"	1	0	3	3	1	1	3	2	4	2	2	0	"2 Disagree"	"1 Strongly disagree"	"7 Strongly agree"	"5 Slightly agree"	"4 Neutral"	71	-100	-86	67	100	6	7	7	7	"100"	7	6	7	5	"0"	5	7	3	4	"0"	2	4	3	6	"-82"	"Republicans"	"Not at all"	6	7	7	7	"0"	"Hillary Clinton"	"Not at all"	7	6	7	6	"0"	"People are too sensitive about race and gender"	"Not at all"	5	7	3	5	"0"	"Opposition to multiculturalism"	"Not at all"	4	2	4	6	"0"	""	"0"	"10"	"8833212"	"dems"	170	1.75	"medium"	-0.88125	0.559615787935423	-0.239180839773356	1	8	6	4	3	2	4.5	0	1	1	1	3	6.75	6.75	4.75	5	3.75	4	6.25	6.5	-1	-0.88125	"low"	-1	-1	0	0.25	0.25	0.25
"598"	"R_2EFOPSiiR5fGvEl"	22	"Other"	"Female/Agender Genderfluid"	"Hispanic"	""	"Agnostic"	""	"-50"	"-50"	0	0	2	2	0	0	2	2	0	3	2	1	"2 Disagree"	"7 Strongly agree"	"7 Strongly agree"	"3 Slightly disagree"	"7 Strongly agree"	100	-68	-100	9	73	2	5	2	6	"-100"	5	2	6	2	"-100"	3	4	3	5	"-100"	1	2	6	2	"-100"	"Democrats"	"&nbsp;"	2	6	3	6	"0"	"Hillary Clinton"	"To some extent"	6	3	7	5	"38"	"People are too sensitive about race and gender"	"&nbsp;"	6	5	5	6	"100"	"Opposition to multiculturalism"	"&nbsp;"	4	6	3	3	"100"	""	"0"	"16"	"1872596"	"dems"	171	1	"low"	-1.63125	0	-0.798796627708778	1	2	6	2	6	1.5	1.5	1	1	1	1	4	3.75	4.25	3.75	5.5	2.75	4	3.75	5.25	-1	-1.63125	"low"	-1	-1	0.5	1.75	1.5	1.25
"656"	"R_1rCHOlbeDct3H5P"	36	"Female"	""	"Caucasian"	""	"Christianity"	""	"-40"	"-50"	0	0	2	2	0	0	2	2	0	5	6	0	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	"7 Strongly agree"	100	-100	-75	0	100	4	7	7	7	"100"	7	7	7	7	"100"	5	7	1	5	"100"	2	1	1	1	"100"	"Republicans"	"Not at all"	4	7	7	7	"100"	"Donald Trump"	"Not at all"	7	7	7	7	"100"	"People are too insensitive about race and gender"	"Not at all"	5	7	1	5	"100"	"Opposition to multiculturalism"	"Not at all"	2	1	1	1	"100"	""	"1"	"18"	"2098722"	"dems"	172	1	"low"	-1.63125	0	-0.798796627708778	6	2	6	6	6	2.75	4	1	1	1	0	3	6.25	6.25	4.5	4.5	1.25	1.25	7	7	1	1.63125	"low"	1	-1	0	0	0	0
