"Duration..in.seconds."	"ResponseId"	"UserLanguage"	"age"	"sex"	"sex_3_TEXT"	"eth"	"eth_9_TEXT"	"rel"	"rel_8_TEXT"	"religiousity"	"soulBelief"	"conLib_1"	"conLib_2"	"sdo_1"	"sdo_2"	"sdo_3"	"sdo_4"	"sdo_5"	"sdo_6"	"sdo_7"	"sdo_8"	"AQ_1"	"AQ_2"	"AQ_3"	"AQ_4"	"AQ_5"	"AQ_6"	"AQ_7"	"AQ_8"	"AQ_9"	"AQ_10"	"riley1_1"	"riley1_2"	"riley1_3"	"casey1_1"	"casey1_2"	"casey1_3"	"rcCheck"	"riley2_1"	"riley2_2"	"riley2_3"	"casey2_1"	"casey2_2"	"casey2_3"	"rcRel"	"abortion"	"guns"	"life2"	"conscious2"	"arm2"	"finger2"	"finger"	"arm"	"conscious"	"life"	"box"	"leftFirst"	"sacrificead"	"mTurkCode"	"team"	"id"	"sdo"	"sdo_level"	"SDO"	"libCon"	"att"	"riley1"	"casey1"	"RiCa1"	"message"	"cRel"	"Rel"	"riley2"	"casey2"
"446"	"R_1Io5AGSgUUypWsi"	"EN"	25	"Female"	""	"Caucasian"	""	"Agnostic"	""	"Somewhat religious"	"Yes, probably"	-50	-50	1	1	1	1	1	1	1	1	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	2	3	5	6	6	"Conservative"	3	3	3	6	5	6	"6"	"Strongly pro choice"	"Strongly anti gun"	""	""	""	""	"10"	"0"	"0"	"0"	""	"0"	"1"	"2407355"	"dems"	224	1	"low"	-1.61514778325123	-5	1	2.66666666666667	5.66666666666667	2.5	1	"6"	3	3	5.66666666666667
"599"	"R_3hFNwnRk77RFdQ3"	"EN"	32	"Female"	""	"African American"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-50	-50	2	1	1	2	1	1	2	1	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	6	6	6	2	2	2	"Conservative"	6	6	6	2	2	2	"5"	"Strongly pro choice"	"Strongly anti gun"	"1"	"1"	"1"	"1"	""	""	""	""	""	"0"	"0"	"8492118"	"dems"	225	1.375	"low"	-1.24014778325123	-5	1	6	2	6	1	"5"	2	6	2
"520"	"R_2SC4YpqvXo19IwC"	"EN"	68	"Female"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"Yes, probably"	-19	-22	1	1	1	1	2	2	3	1	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	5	6	6	5	2	3	"Liberal"	5	5	2	6	3	4	"5"	"Strongly pro choice"	"Anti gun"	"1"	"1"	"1"	"1"	""	""	""	""	"Thanks"	"1"	"0"	"9441720"	"dems"	226	1.5	"low"	-1.11514778325123	-2.05	1	5.66666666666667	3.33333333333333	5.16666666666667	-1	"5"	2	4	4.33333333333333
"456"	"R_290W6fdxUUKVTNH"	"EN"	25	"Female"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"Unsure"	-41	-41	3	3	4	2	4	3	2	2	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	5	3	3	3	4	4	"Liberal"	5	3	3	4	3	4	"To some extent"	"Strongly pro choice"	"Anti gun"	"2"	"2"	"1"	"1"	""	""	""	""	""	"1"	"0"	"3771001"	"dems"	227	2.875	"medium"	0.259852216748769	-4.1	1	3.66666666666667	3.66666666666667	4	-1	"To some extent"	4	3.66666666666667	3.66666666666667
"429"	"R_5AvA1kn0ohCZEml"	"EN"	63	"Male"	""	"Caucasian"	""	"Other"	"Eckankar"	"Somewhat religious"	"Yes, definitely"	-34	-50	1	1	1	1	1	1	1	1	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	5	5	5	3	3	3	"Liberal"	5	5	5	5	3	3	"5"	"Strongly pro choice"	"Strongly anti gun"	"1"	"100000"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"9000294"	"dems"	228	1	"low"	-1.61514778325123	-4.2	1	5	3	5	-1	"5"	2	5	3.66666666666667
"460"	"R_T6KlgyBDiZ4F3cl"	"EN"	31	"Male"	""	"Hispanic"	""	"Christianity"	""	"Not at all religious"	"Yes, probably"	-20	-19	3	5	1	2	2	2	2	1	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	2	2	1	6	3	4	"Conservative"	2	2	1	6	3	4	"5"	"Pro choice"	"Strongly anti gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"1209508"	"dems"	229	2.25	"medium"	-0.365147783251231	-1.95	1	1.66666666666667	4.33333333333333	2.66666666666667	1	"5"	2	1.66666666666667	4.33333333333333
"355"	"R_YVMODCQcLNaacpP"	"EN"	40	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	-26	-27	3	3	3	3	3	3	3	3	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	3	3	5	5	5	"Conservative"	3	4	3	5	5	5	"6"	"Pro choice"	"Anti gun"	""	""	""	""	"5"	"100"	"10000"	"10000000"	"Thank you"	"0"	"1"	"703118"	"dems"	230	3	"medium"	0.384852216748769	-2.65	1	3	5	3	1	"6"	3	3.33333333333333	5
"275"	"R_2e2TELTMHJp7Hu4"	"EN"	27	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Not at all religious"	"Yes, definitely"	-16	-44	2	1	1	1	1	1	1	1	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	2	2	3	7	6	7	"Liberal"	2	2	3	6	7	7	"Not at all"	"Strongly pro choice"	"Anti gun"	"10"	"25"	"5"	"1"	""	""	""	""	""	"1"	"0"	"9388140"	"dems"	231	1.125	"low"	-1.49014778325123	-3	1	2.33333333333333	6.66666666666667	1.83333333333333	-1	"Not at all"	1	2.33333333333333	6.66666666666667
"352"	"R_1QDX2mZTXHOdbRt"	"EN"	52	"Female"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-50	-50	1	1	1	1	1	1	1	1	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	1	1	7	1	7	"Conservative"	1	1	1	7	7	7	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	"1"	"10"	"1"	"1"	""	""	""	""	""	"0"	"0"	"8571012"	"dems"	232	1	"low"	-1.61514778325123	-5	1	1	5	2	1	"Not at all"	1	1	7
"598"	"R_3haufGc9WcbED6X"	"EN"	35	"Female"	""	"African American"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	-45	-38	2	2	3	2	2	2	2	2	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	5	4	3	5	4	6	"Liberal"	4	6	6	4	5	5	"To some extent"	"Pro choice"	"Anti gun"	"2"	"10"	"2"	"5"	""	""	""	""	"Interesting study."	"1"	"0"	"4056566"	"dems"	233	2.125	"medium"	-0.490147783251231	-4.15	1	4	5	3.5	-1	"To some extent"	4	5.33333333333333	4.66666666666667
"676"	"R_vvt2y16EqFrfgPL"	"EN"	42	"Male"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"No, probably not"	-25	-41	2	2	2	2	3	1	2	1	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	5	6	4	3	4	5	"Liberal"	5	5	3	3	5	6	"To some extent"	"Strongly pro choice"	"Neutral"	""	""	""	""	"2"	"5"	"100"	"10"	""	"1"	"1"	"2418612"	"dems"	234	1.875	"medium"	-0.740147783251231	-3.3	1	5	4	4.5	-1	"To some extent"	4	4.33333333333333	4.66666666666667
"448"	"R_u3xYzXuwmOFXIrL"	"EN"	55	"Female"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"No, definitely not"	-50	-50	1	1	1	1	1	1	1	1	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	1	1	1	7	3	7	"Conservative"	1	1	1	7	3	7	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"6168179"	"dems"	235	1	"low"	-1.61514778325123	-5	1	1	5.66666666666667	1.66666666666667	1	"Not at all"	1	1	5.66666666666667
"519"	"R_PzfY5vyZ58Telq1"	"EN"	37	"Male"	""	"Caucasian"	""	"Other"	"none"	"Not at all religious"	"No, probably not"	-32	-46	3	3	2	3	3	2	3	3	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	3	3	5	5	5	"Liberal"	3	3	3	5	5	5	"5"	"Strongly pro choice"	"Strongly anti gun"	""	""	""	""	"10"	"infinite"	"1"	"1"	"the gun control question was confusing. it wasnt made clear if anti-gun ment anti gun control and pro gun ment pro gun control. i am strongly anti gun pro gun control"	"1"	"1"	"7904355"	"dems"	236	2.75	"medium"	0.134852216748769	-3.9	1	3	5	3	-1	"5"	2	3	5
"721"	"R_2t3Vudv3DCrTfuX"	"EN"	52	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	0	-16	6	1	1	1	6	6	3	1	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	1	1	1	7	7	7	"Conservative"	1	1	1	7	7	7	"Not at all"	"Pro life"	"Neutral"	""	""	""	""	"infinite"	"500"	"1"	"2"	"yeah, I can barely remember current events in my life so losing my conscious future would not bother me that much"	"0"	"1"	"300220"	"dems"	237	3.125	"medium"	0.509852216748769	-0.8	1	1	7	1	1	"Not at all"	1	1	7
"746"	"R_xreEZwUfcVk7nQ5"	"EN"	47	"Male"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"Unsure"	-35	-50	1	1	2	1	1	1	1	1	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	7	6	6	2	2	1	"Liberal"	6	6	6	2	2	1	"5"	"Pro choice"	"Neutral"	""	""	""	""	"1"	"1"	"1"	"1"	"I think \"Pro Gun Control\" would be better than \"Anti Gun\". I had to pick neutral because I'm not \"anti gun\" and I'm not \"pro gun\"."	"1"	"1"	"7250681"	"dems"	238	1.125	"low"	-1.49014778325123	-4.25	1	6.33333333333333	1.66666666666667	6.33333333333333	-1	"5"	2	6	1.66666666666667
"693"	"R_oXfMfNlCNoq8HNT"	"EN"	32	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-24	-36	2	1	2	2	6	1	2	2	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	2	2	2	6	6	6	"Liberal"	2	2	2	6	6	6	"Not at all"	"Pro life"	"Anti gun"	"0"	"0"	"0"	"0"	""	""	""	""	""	"1"	"0"	"3119247"	"dems"	239	2.25	"medium"	-0.365147783251231	-3	1	2	6	2	-1	"Not at all"	1	2	6
"284"	"R_1ifHtkuZPZxEOJt"	"EN"	56	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-50	-50	1	1	1	1	1	1	1	1	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	5	5	4	2	2	2	"Liberal"	5	6	4	1	7	7	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	"1000"	"100000"	"100"	"200"	""	""	""	""	""	"1"	"0"	"5505382"	"dems"	240	1	"low"	-1.61514778325123	-5	1	4.66666666666667	2	5.33333333333333	-1	"Not at all"	1	5	5
"508"	"R_3n1bzDLoeU8nx8A"	"EN"	40	"Female"	""	"Caucasian"	""	"Christianity"	""	"Not at all religious"	"Unsure"	-3	-50	1	1	1	1	1	1	1	1	"1 Definitely Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	4	3	4	5	5	4	"Liberal"	4	3	5	5	4	5	"5"	"Pro choice"	"Strongly anti gun"	"INFINITE"	"INFINITE"	"15"	"INFINITE"	""	""	""	""	""	"1"	"0"	"8708989"	"dems"	241	1	"low"	-1.61514778325123	-2.65	1	3.66666666666667	4.66666666666667	3.5	-1	"5"	2	4	4.66666666666667
"506"	"R_3oU7xnj6VMhkorS"	"EN"	31	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-50	-50	1	1	1	1	1	1	1	1	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	1	1	4	4	4	"Conservative"	1	1	4	4	4	4	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	""	""	""	""	"1"	"1"	"1"	"1"	""	"0"	"1"	"6045312"	"dems"	242	1	"low"	-1.61514778325123	-5	1	1	4	2.5	1	"Not at all"	1	2	4
"345"	"R_27JdcGniAmY21t7"	"EN"	35	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Somewhat religious"	"Yes, probably"	-12	-11	3	3	4	2	5	2	2	2	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	5	3	5	3	3	3	"Conservative"	5	3	5	3	3	3	"To some extent"	"Strongly pro choice"	"Strongly anti gun"	""	""	""	""	"1"	"1"	"1"	"5"	""	"0"	"1"	"502411"	"dems"	243	2.875	"medium"	0.259852216748769	-1.15	1	4.33333333333333	3	4.66666666666667	1	"To some extent"	4	4.33333333333333	3
"396"	"R_1kLxSUrSqlDcamx"	"EN"	24	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-10	-12	2	2	2	2	2	2	2	2	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	2	4	3	5	5	6	"Liberal"	2	4	2	5	6	6	"5"	"Neutral"	"Anti gun"	"50000000"	"infinite"	"1000000000"	"infinite"	""	""	""	""	""	"1"	"0"	"5245004"	"dems"	244	2	"medium"	-0.615147783251231	-1.1	1	3	5.33333333333333	2.83333333333333	-1	"5"	2	2.66666666666667	5.66666666666667
"611"	"R_XiCfo4lotETQpwJ"	"EN"	26	"Female"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"Yes, probably"	-50	-44	1	1	1	1	7	1	1	1	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	6	3	3	2	2	2	"Liberal"	6	3	3	2	2	2	"6"	"Strongly pro choice"	"Strongly anti gun"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"1057951"	"dems"	245	1.75	"medium"	-0.865147783251231	-4.7	1	4	2	5	-1	"6"	3	4	2
"893"	"R_3nHSxo50wU9lQWs"	"EN"	50	"Female"	""	"African American"	""	"Spiritual, but not affiliated with an organized religion"	""	"Somewhat religious"	"Yes, probably"	-45	-48	2	2	1	1	2	2	2	1	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	5	5	3	3	2	3	"Liberal"	5	4	3	3	2	3	"5"	"Pro choice"	"Neutral"	"50000"	"1000000"	"20000"	"25000"	""	""	""	""	"The choices between your life and another's life is hard to quantify, especially when you have no idea who is going to die. Even choosing how many people will be damaged in some way. There is no way to know how it will effect society or the lives of your loved ones."	"1"	"0"	"4425195"	"dems"	246	1.625	"low"	-0.990147783251231	-4.65	1	4.33333333333333	2.66666666666667	4.83333333333333	-1	"5"	2	4	2.66666666666667
"333"	"R_2wzBigDQg1yCvjb"	"EN"	25	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"Unsure"	-50	-50	1	1	1	1	1	1	1	1	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	1	1	1	7	1	7	"Liberal"	1	1	1	7	1	7	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"6030634"	"dems"	247	1	"low"	-1.61514778325123	-5	1	1	5	2	-1	"Not at all"	1	1	5
"704"	"R_2417wAtpl5svj66"	"EN"	44	"Female"	""	"African American"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	-26	-41	1	1	1	1	1	1	1	1	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	3	1	3	6	6	6	"Conservative"	5	4	6	4	3	6	"To some extent"	"Strongly pro choice"	"Anti gun"	""	""	""	""	"infinite"	"0"	"0"	"infinite"	""	"0"	"1"	"2486113"	"dems"	248	1	"low"	-1.61514778325123	-3.35	1	2.33333333333333	6	2.16666666666667	1	"To some extent"	4	5	4.33333333333333
"651"	"R_296RiKseBOOgdAa"	"EN"	55	"Female"	""	"African American"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	-50	-17	1	1	1	1	1	1	1	1	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	3	2	2	7	7	7	"Liberal"	1	2	2	6	7	7	"Not at all"	"Strongly pro life"	"Strongly anti gun"	"infinite"	"0"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"2514778"	"dems"	249	1	"low"	-1.61514778325123	-3.35	1	2.33333333333333	7	1.66666666666667	-1	"Not at all"	1	1.66666666666667	6.66666666666667
"619"	"R_3MRQd4VZhAvHFSm"	"EN"	23	"Female"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"Unsure"	-32	-50	1	2	2	2	2	2	2	2	"4 Definitely Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	5	6	6	2	3	1	"Liberal"	4	2	4	4	4	2	"To a large extent"	"Strongly pro choice"	"Neutral"	""	""	""	""	"1"	"35"	"75"	"1"	"the scenario where someone loses their consciousness, but continues to act the same and no one notices, was just creepy, dude. someone should make a horror movie about it."	"1"	"1"	"1949000"	"dems"	250	1.875	"medium"	-0.740147783251231	-4.1	1	5.66666666666667	2	5.83333333333333	-1	"To a large extent"	7	3.33333333333333	3.33333333333333
"333"	"R_3OsRexIVvKmQVlD"	"EN"	26	"Male"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	16	16	6	6	5	5	6	6	5	5	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	2	3	3	6	3	6	"Liberal"	5	6	5	3	5	3	""	"Pro life"	"Pro gun"	""	""	""	""	"2"	"2"	"2"	"1"	""	"1"	"1"	"3551647"	"dems"	251	5.5	"high"	2.88485221674877	1.6	1	2.66666666666667	5	2.83333333333333	-1	""	5	5.33333333333333	3.66666666666667
"727"	"R_11avwyDaX9PogXJ"	"EN"	28	"Female"	""	"African American"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	-30	-32	1	1	1	1	1	1	1	1	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	7	7	7	3	3	3	"Liberal"	2	2	3	2	2	2	""	"Pro life"	"Anti gun"	""	""	""	""	"50"	"100"	"10000"	"500"	""	"1"	"1"	"449507"	"dems"	252	1	"low"	-1.61514778325123	-3.1	1	7	3	6	-1	""	5	2.33333333333333	2
"638"	"R_ABQzMFCET0pvEPf"	"EN"	65	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	-31	-50	4	1	1	1	2	2	1	1	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	6	3	6	6	6	"Liberal"	2	6	6	7	6	6	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"2157018"	"dems"	253	1.625	"low"	-0.990147783251231	-4.05	1	4	6	3	-1	"Not at all"	1	4.66666666666667	6.33333333333333
"190"	"R_3rHCEdjBwXIR9Gu"	"EN"	30	"Male"	""	"Caucasian"	""	"Other"	"satanist"	"Deeply religious"	"Yes, definitely"	-50	-50	4	4	5	3	4	3	4	4	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	4	4	3	3	3	5	"Liberal"	4	4	3	4	3	3	"To some extent"	"Strongly pro choice"	"Neutral"	"10000"	"10000"	"10000"	"10000"	""	""	""	""	""	"1"	"0"	"6337527"	"dems"	254	3.875	"high"	1.25985221674877	-5	1	3.66666666666667	3.66666666666667	4	-1	"To some extent"	4	3.66666666666667	3.33333333333333
"814"	"R_b89z6lE41Ty32ox"	"EN"	50	"Male"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-39	-39	3	4	1	2	2	1	1	1	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	2	1	2	3	4	4	"Conservative"	5	4	4	3	4	4	""	"Strongly pro choice"	"Anti gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"7136564"	"dems"	255	1.875	"medium"	-0.740147783251231	-3.9	1	1.66666666666667	3.66666666666667	3	1	""	5	4.33333333333333	3.66666666666667
"741"	"R_Aj3hwGcqv8VNlWV"	"EN"	53	"Female"	""	"Caucasian"	""	"Agnostic"	""	"Not at all religious"	"Unsure"	-37	-50	1	1	1	1	5	2	1	1	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	1	1	1	7	7	7	"Conservative"	1	1	1	7	7	7	"Not at all"	"Strongly pro choice"	"Strongly anti gun"	"0"	"0"	"0"	"0"	""	""	""	""	""	"0"	"0"	"3840341"	"dems"	256	1.625	"low"	-0.990147783251231	-4.35	1	1	7	1	1	"Not at all"	1	1	7
"436"	"R_1MQgAovjE1fbKbY"	"EN"	30	"Female"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	-50	-50	1	1	1	1	1	1	1	1	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	6	6	7	1	2	3	"Liberal"	5	6	6	2	2	3	"6"	"Strongly pro choice"	"Neutral"	""	""	""	""	"1"	"1"	"2"	"2"	""	"1"	"1"	"3209816"	"dems"	257	1	"low"	-1.61514778325123	-5	1	6.33333333333333	2	6.16666666666667	-1	"6"	3	5.66666666666667	2.33333333333333
