StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,age,sex,sex_3_TEXT,eth,eth_9_TEXT,rel,rel_8_TEXT,conLib_1,conLib_2,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,sdo_11,sdo_12,sdo_13,sdo_14,sdo_15,sdo_16,sinc_1,introspectiveness_1,introspectiveness_2,introspectiveness_3,introspectiveness_4,introspectiveness_5,introspectiveness_6,introspectiveness_7,introspectiveness_8,introspectiveness_9,introspectiveness2_1,introspectiveness2_2,hon_hum_1,hon_hum_2,hon_hum_3,hon_hum_4,hon_hum_5,hon_hum_6,hon_hum_7,hon_hum_8,hon_hum_9,hon_hum_10,JSS_1,JSS_2,JSS_3,JSS_4,JSS_5,JSS_6,JSS_7,JSS_8,beth_1,beth_2,beth_3,beth_4,bethSym1_4,stanley_1,stanley_2,stanley_3,stanley_4,stanleySym1_1,tina_1,tina_2,tina_3,tina_4,tinaSym1_1,speaker_1,speaker_2,speaker_3,speaker_4,speakerSym1_1,bethCheck,bethSRel,bethSwitch_1,bethSwitch_2,bethSwitch_3,bethSwitch_4,bethSym2_1,stanleyCheck,stanleySRel,stanleySwitch_1,stanleySwitch_2,stanleySwitch_3,stanleySwitch_4,stanleySym2_1,tinaCheck,tinaSRel,tinaSwitch_1,tinaSwitch_2,tinaSwitch_3,tinaSwitch_4,tinaSym2_1,speakerCheck,speakerSRel,speakerSwitch_1,speakerSwitch_2,speakerSwitch_3,speakerSwitch_4,speakerSym2_1,coin,bot,box,leftFirst,order,mTurkCode
2019-06-18 16:54:50,2019-06-18 17:13:27,0,100,1117,1,2019-06-18 17:13:28,R_2zIvlEpGh6kZiRw,anonymous,EN,58,2,,1,,7,,-28,-44,1,1,1,1,7,6,7,6,2,1,1,3,7,7,6,7,6,6,5,5,2,1,1,2,1,1,2,2,12,8,13,8,10,13,12,8,12,8,9,9,9,10,9,9,14,14,6,6,2,3,96,6,2,2,2,71,3,6,5,2,93,1,6,6,2,96,3,4,6,6,2,3,99,2,4,6,1,2,2,98,2,1,3,6,6,2,96,1,1,2,6,6,2,98,6,pizza,,1,19,5734636
2019-06-18 16:58:25,2019-06-18 17:13:42,0,100,916,1,2019-06-18 17:13:42,R_3hElLUSuJYlFlj5,anonymous,EN,30,1,,4,,1,,-36,-39,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,6,5,5,5,6,5,6,5,5,3,3,13,9,13,9,9,13,9,9,9,9,10,11,13,12,12,11,13,13,5,6,3,3,-5,3,6,5,3,-7,6,6,3,5,39,3,5,5,5,-37,1,7,3,5,6,2,54,3,6,2,6,6,2,59,1,2,6,5,6,6,46,2,4,2,3,6,6,76,7,"Sushi ",,0,10,8797121
2019-06-18 17:05:34,2019-06-18 17:13:46,0,100,492,1,2019-06-18 17:13:46,R_1rqPz9oxScthwni,anonymous,EN,28,1,,3,,6,,-10,0,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,4,6,6,6,6,2,5,5,5,3,4,14,8,14,8,8,14,9,8,14,8,9,9,9,9,8,8,14,11,7,7,1,7,0,4,7,2,2,0,5,4,7,2,-40,6,7,7,1,-100,1,4,6,7,1,6,0,3,4,4,6,2,2,0,1,4,7,6,2,7,88,2,7,6,6,7,1,100,10,fried eggs,,0,8,1724067
2019-06-18 17:01:20,2019-06-18 17:13:59,0,100,758,1,2019-06-18 17:13:59,R_2rJfMMwavUat0Na,anonymous,EN,33,1,,3,,4,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,6,6,6,6,6,6,6,6,6,5,5,10,14,12,10,10,12,8,8,12,12,12,12,13,13,9,13,13,13,3,7,2,2,-58,3,2,2,2,-26,2,2,7,2,-100,5,7,7,1,-100,1,7,3,7,2,2,0,3,7,5,5,2,2,0,1,4,2,2,7,2,68,2,4,1,6,5,2,100,7,French fries,,0,22,1961848
2019-06-18 17:01:40,2019-06-18 17:14:27,0,100,766,1,2019-06-18 17:14:27,R_3PBkyUIMhtVzG5n,anonymous,EN,49,2,,1,,1,,-50,-21,1,1,1,1,7,6,7,6,1,1,1,2,7,6,7,7,5,4,5,5,5,5,2,5,2,3,3,3,10,10,9,8,9,10,11,9,10,9,12,12,14,13,11,10,14,13,4,6,4,5,20,2,7,5,1,0,5,6,3,7,80,3,5,6,4,0,3,5,4,6,4,5,0,2,4,3,6,5,2,-20,2,1,4,6,3,6,-5,1,3,4,5,6,3,-25,8,Veggie pizza,,1,17,132375
2019-06-18 16:55:57,2019-06-18 17:15:29,0,100,1171,1,2019-06-18 17:15:29,R_tKAkuSdNtCSQVIl,anonymous,EN,32,2,,3,,5,,-36,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,7,7,7,7,7,7,3,4,1,5,5,14,8,11,8,8,14,8,8,14,8,11,11,14,12,12,12,11,12,7,7,1,4,-100,7,3,1,7,-100,5,3,6,4,2,7,7,7,1,-100,1,7,5,5,7,5,96,3,9,1,7,7,4,25,1,7,7,4,6,7,100,2,7,1,1,1,7,99,7,Sesame Chicken,,0,23,4963635
2019-06-18 16:59:16,2019-06-18 17:15:43,0,100,986,1,2019-06-18 17:15:43,R_3EGdLAfHEGn4gyy,anonymous,EN,34,2,,1,,7,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,5,6,6,7,6,4,4,3,4,4,3,13,9,14,8,9,14,9,8,14,8,11,10,13,10,12,11,14,14,6,6,2,3,-50,5,3,2,5,0,4,4,6,3,-10,5,6,6,3,-100,1,5,6,6,2,3,20,3,4,5,2,3,5,0,1,2,5,4,6,4,83,2,4,2,6,6,3,100,6,City Chicken,,0,7,8368761
2019-06-18 17:05:38,2019-06-18 17:15:47,0,100,609,1,2019-06-18 17:15:47,R_aaawkb1c5NaKGuB,anonymous,EN,28,2,,1,,7,,-13,-41,1,2,2,1,6,7,6,7,1,2,1,2,7,6,6,6,6,3,2,2,4,1,4,2,2,1,2,2,9,14,10,12,11,10,12,9,9,8,13,12,10,12,9,10,8,9,2,5,6,3,30,1,6,7,2,0,6,4,7,5,-8,1,6,7,3,36,3,5,3,7,5,6,-21,2,5,1,7,6,4,-53,2,4,5,3,7,3,-85,1,6,7,6,7,1,-100,7,Cheese pizza,,1,17,1838229
2019-06-18 16:57:19,2019-06-18 17:15:56,0,100,1116,1,2019-06-18 17:15:56,R_1PT78oaqORVEhz7,anonymous,EN,37,1,,4,,6,,-40,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,5,7,7,3,5,4,6,4,5,4,2,3,2,2,3,11,14,9,8,8,11,10,8,13,13,9,9,9,9,9,9,13,11,7,7,1,7,-20,7,1,1,3,-50,7,7,7,7,0,7,3,7,2,-100,1,5,7,7,1,7,-50,3,6,7,1,2,3,0,1,2,7,7,7,6,0,2,5,1,4,7,3,100,6,Kare kare. It's a Filipino delicacy.,"No comments, but thank you.",0,20,7699671
2019-06-18 17:07:02,2019-06-18 17:16:10,0,100,547,1,2019-06-18 17:16:10,R_rpqX4fug80JxZzH,anonymous,EN,47,2,,1,,1,,-35,-34,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,7,5,3,5,5,5,1,1,1,1,2,2,13,13,13,8,8,13,12,8,13,13,8,13,13,13,12,12,13,13,5,6,3,4,23,3,6,6,3,-8,7,7,7,1,53,7,7,7,1,-88,1,5,7,7,7,4,-21,3,7,4,6,7,1,0,1,1,7,7,7,2,15,2,7,1,7,5,7,6,7,chili mac,,0,12,7018537
2019-06-18 16:54:17,2019-06-18 17:16:44,0,100,1346,1,2019-06-18 17:16:44,R_2WuGTfU3jCgzGnp,anonymous,EN,50,2,,3,,5,,-21,-36,1,1,1,1,6,6,6,7,1,1,2,6,6,6,6,6,6,6,6,6,6,6,2,4,2,2,3,2,13,9,9,9,9,11,9,9,13,8,9,9,12,9,11,11,13,13,6,6,2,6,0,4,6,2,6,-82,6,7,5,6,80,1,6,6,2,80,3,5,6,6,2,6,0,2,4,2,2,2,6,-80,2,2,6,6,6,2,0,1,2,2,6,6,2,-90,7,A hot Chocolate Chip Cookie.,,1,18,9054495
2019-06-18 17:07:27,2019-06-18 17:16:57,0,100,570,1,2019-06-18 17:16:58,R_2SfBkg7McBu3gKu,anonymous,EN,38,1,,1,,7,,19,-1,1,1,1,1,7,7,7,7,6,7,4,7,4,4,1,4,6,5,7,7,7,7,1,1,1,1,4,4,14,8,14,8,8,14,8,8,14,8,8,8,8,8,8,8,8,8,6,6,1,6,-27,7,1,1,7,-54,1,1,7,1,-100,1,7,1,7,0,1,4,6,6,2,2,-65,3,4,7,1,1,7,-52,3,1,2,2,7,2,-62,2,1,1,7,1,7,-64,6,Spaghetti,,0,17,3887190
2019-06-18 17:03:49,2019-06-18 17:17:00,0,100,790,1,2019-06-18 17:17:00,R_3ijKlonrVAgNFzD,anonymous,EN,47,2,,1,,1,,-13,-13,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,6,3,2,3,2,2,3,3,3,3,3,2,11,10,13,9,11,12,10,10,11,9,11,12,12,12,12,12,13,13,5,6,3,4,0,3,4,4,4,0,5,6,5,6,35,2,5,3,5,46,3,6,5,6,3,3,-22,2,6,3,4,4,4,-30,2,4,4,4,6,3,-48,1,4,5,6,4,3,-48,7,lasagna,,1,21,4758890
2019-06-18 16:57:16,2019-06-18 17:17:20,0,100,1204,1,2019-06-18 17:17:21,R_bK4yvecmIFoJvwJ,anonymous,EN,50,2,,1,,7,,-11,-33,3,2,2,2,7,7,7,7,2,3,2,3,7,6,7,5,7,6,6,5,5,6,5,2,3,3,3,3,13,8,12,9,10,14,9,9,13,8,13,12,13,12,11,12,13,11,6,6,2,3,-60,6,2,4,6,-50,2,3,6,2,-25,5,6,6,2,-60,1,8,5,6,2,3,20,3,6,6,3,3,6,-20,1,6,3,5,6,3,40,2,5,2,5,6,3,30,7,chinese,,0,20,5091026
2019-06-18 17:01:44,2019-06-18 17:17:21,0,100,937,1,2019-06-18 17:17:21,R_3LXrQv4zmNGW5dI,anonymous,EN,29,1,,4,,1,,-19,-19,2,2,3,2,7,6,7,6,1,1,1,1,7,7,7,7,5,4,5,5,5,5,4,5,4,5,3,3,13,8,12,9,9,13,10,9,13,8,8,10,10,10,11,11,11,12,4,5,5,5,20,4,4,4,4,0,4,4,6,3,25,4,4,4,4,0,3,4,4,4,4,4,0,2,5,4,4,4,4,0,2,5,5,5,4,4,25,1,3,4,4,4,4,0,5,pizza,,1,21,6971757
2019-06-18 17:05:23,2019-06-18 17:17:46,0,100,742,1,2019-06-18 17:17:47,R_2vYrjeqUbPZ1nBM,anonymous,EN,34,1,,1,,7,,-50,-50,1,2,1,1,7,7,7,6,2,2,2,2,7,7,7,7,6,7,7,6,6,7,7,6,5,6,3,4,10,13,12,10,13,11,12,9,10,13,12,11,12,11,12,12,13,12,7,7,1,1,-79,6,1,1,2,-100,2,5,7,3,1,3,6,6,2,-54,1,6,6,7,2,1,85,3,9,5,5,4,1,80,1,5,2,5,7,2,89,2,4,1,2,5,5,100,7,"My favorite food is sushi, especially the light, buttery fish like yellowtail",,0,24,7863178
2019-06-18 17:10:33,2019-06-18 17:18:00,0,100,447,1,2019-06-18 17:18:01,R_xhjqBqij2L5RDRD,anonymous,EN,26,1,,1,,1,,-16,-39,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,6,6,6,6,6,1,2,2,3,3,2,13,8,12,8,9,14,9,9,14,8,9,9,12,8,8,8,8,8,2,4,6,6,41,7,2,2,6,-100,6,6,6,6,2,4,6,2,4,-42,3,5,2,5,6,6,19,3,4,6,4,6,6,-79,1,4,5,5,5,5,-10,2,6,4,5,7,2,36,7,Crab Rangoon,,0,5,1050012
2019-06-18 16:56:45,2019-06-18 17:18:09,0,100,1283,1,2019-06-18 17:18:09,R_2SfwOxqUQtyUk7G,anonymous,EN,40,2,,3,,1,,-50,-48,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,6,5,5,6,6,4,5,5,5,4,3,10,8,12,8,8,13,11,8,13,8,8,10,14,13,14,14,14,14,6,5,3,3,0,5,4,1,7,100,2,7,7,4,100,2,7,6,2,100,3,4,5,6,4,3,-98,2,4,5,4,1,6,-62,2,2,4,6,6,2,-100,1,2,5,6,6,3,-100,6,hamburgers,,1,4,252723
2019-06-18 16:48:56,2019-06-18 17:18:11,0,100,1755,1,2019-06-18 17:18:12,R_2vcR8gw0U5QN4zx,anonymous,EN,46,2,,3,,1,,0,-17,2,1,2,1,6,7,6,7,2,6,2,2,7,6,7,6,6,7,6,5,6,5,3,3,5,3,4,3,13,9,10,9,10,13,12,10,13,9,12,12,12,12,13,13,14,14,5,5,6,6,60,1,7,3,2,-20,5,7,6,6,85,3,7,6,3,20,3,5,5,5,6,6,-20,2,5,1,6,3,3,-20,2,4,3,5,6,6,-80,1,4,5,6,6,2,-50,7,"Chinese chicken with broccoli ",NA,1,9,873
2019-06-18 17:11:52,2019-06-18 17:18:41,0,100,408,1,2019-06-18 17:18:41,R_30db3V9hvduMlH5,anonymous,EN,34,2,,1,,6,,-50,-50,1,1,1,1,7,7,7,6,1,1,1,1,7,7,7,7,6,5,6,6,6,6,6,6,6,6,5,5,10,9,13,9,12,13,12,9,10,9,12,12,13,12,12,12,13,12,6,6,2,2,-64,6,3,3,3,-42,4,2,6,2,-100,6,2,6,2,-100,1,5,6,6,2,2,-19,3,6,6,3,2,3,15,1,4,5,3,6,2,37,2,5,1,6,3,2,94,8,tacos,,0,21,9145297
2019-06-18 17:06:22,2019-06-18 17:18:42,0,100,739,1,2019-06-18 17:18:42,R_D8lrt3JaWV3ZJ4d,anonymous,EN,63,2,,1,,2,,-26,-27,1,1,1,1,7,6,7,7,1,1,1,2,7,7,7,7,6,3,2,3,5,2,2,6,7,6,4,2,14,8,14,8,8,14,12,9,14,8,13,14,12,12,9,9,13,14,5,7,1,7,-100,3,2,7,6,-100,2,7,7,3,-100,1,3,7,7,-100,1,4,5,7,2,7,-21,3,4,3,3,7,6,0,1,1,3,7,7,1,100,2,1,1,3,7,5,100,8,blueberries,,0,1,5848847
2019-06-18 17:15:06,2019-06-18 17:18:47,0,100,220,1,2019-06-18 17:18:47,R_2V30L7QJfsnuZAp,anonymous,EN,42,2,,1,,7,,-6,6,4,5,4,4,4,5,4,3,5,3,4,4,4,4,4,5,4,4,4,3,4,4,4,5,4,4,3,2,10,11,12,11,11,11,11,12,11,10,11,11,10,11,11,10,11,11,3,4,4,5,7,4,3,3,4,25,5,5,4,4,15,4,5,3,3,-18,2,7,4,4,3,2,-62,3,7,4,4,2,3,-48,2,4,4,4,3,4,-38,2,4,4,4,4,4,-71,7,pizza,,0,24,257629
2019-06-18 17:08:00,2019-06-18 17:19:05,0,100,664,1,2019-06-18 17:19:05,R_12zGK1cVPwaJFTb,anonymous,EN,21,1,,1,,1,,-32,-34,3,3,3,3,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,12,12,10,10,10,10,12,10,12,12,10,10,12,10,10,10,10,10,5,5,5,5,33,3,5,3,3,-60,5,5,5,3,20,3,5,5,3,21,1,4,5,5,5,5,24,3,4,3,5,3,3,-34,1,1,5,5,5,3,20,1,2,3,5,5,5,20,8,Cheeseburgers,,0,15,8572674
2019-06-18 17:07:53,2019-06-18 17:19:17,0,100,683,1,2019-06-18 17:19:17,R_BJPXaPJl9eKN7AR,anonymous,EN,38,1,,1,,7,,-2,-48,1,5,7,3,1,7,7,7,6,6,6,6,3,3,3,2,7,3,1,1,1,1,1,2,7,2,1,1,8,9,9,8,14,13,9,11,10,13,11,9,9,9,8,8,14,14,7,7,1,7,58,1,7,7,2,25,5,5,7,2,12,1,7,5,5,4,3,4,7,7,1,7,52,2,4,1,7,7,2,18,1,1,5,6,7,2,26,1,1,1,7,5,5,22,8,pizza,no comments,1,19,7715474
2019-06-18 16:59:23,2019-06-18 17:19:26,0,100,1203,1,2019-06-18 17:19:27,R_2zYiGYsLVH2yJfm,anonymous,EN,28,2,,1,,6,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,4,2,4,3,3,5,3,14,8,14,11,9,14,11,9,8,8,11,9,12,11,9,11,13,12,1,4,7,7,33,2,7,4,2,100,6,6,7,4,83,4,4,4,4,-93,3,4,2,6,7,4,48,2,4,2,7,4,4,35,3,4,6,4,7,2,-99,2,2,4,4,4,4,-100,7,Chicken and rice,,1,20,3817948
2019-06-18 16:50:53,2019-06-18 17:20:13,0,100,1759,1,2019-06-18 17:20:14,R_e8lVWj99Gj8BgFX,anonymous,EN,43,2,,1,,5,,-34,-34,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,6,7,6,5,5,8,8,10,8,14,9,13,8,12,9,14,14,14,14,14,14,14,14,7,7,1,7,-100,2,7,7,2,-100,6,6,7,6,-80,5,5,6,5,-100,1,9,6,7,1,6,61,3,9,2,7,7,4,71,1,6,6,6,7,6,83,2,6,4,6,6,7,83,7,chocolate,,0,10,2419606
2019-06-18 17:07:05,2019-06-18 17:20:26,0,100,800,1,2019-06-18 17:20:26,R_2RPojWy1Sc9DvGq,anonymous,EN,36,2,,1,,1,,0,0,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,7,7,6,6,7,7,5,4,1,1,5,5,14,8,14,8,8,14,8,8,14,8,8,11,14,14,14,14,14,14,7,7,7,4,0,1,7,7,4,0,7,4,7,4,0,4,7,4,4,0,3,4,7,7,7,4,0,2,4,1,7,7,4,0,1,1,7,7,7,4,0,1,1,4,7,4,4,0,7,"sandwiches are my favorite food ",,1,5,1763858
2019-06-18 17:11:41,2019-06-18 17:20:45,0,100,544,1,2019-06-18 17:20:46,R_1IayThrvadDvAFi,anonymous,EN,31,2,,2,,7,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,6,7,7,7,7,7,7,7,7,5,5,14,8,14,8,8,14,8,8,14,12,12,14,14,14,12,13,13,14,4,5,7,7,100,3,7,7,1,100,3,4,7,4,0,1,4,4,4,100,3,7,6,6,2,3,-100,2,7,3,5,6,4,-100,1,4,4,4,6,4,0,1,7,7,1,7,1,-100,7,Macaroni and cheese,,1,18,4935231
2019-06-18 16:47:52,2019-06-18 17:20:46,0,100,1974,1,2019-06-18 17:20:47,R_1NlTND4Y16SvgmT,anonymous,EN,46,2,,1,,7,,-32,-50,1,1,1,1,7,7,7,2,2,2,1,2,6,6,6,6,6,6,6,6,6,7,5,3,5,3,3,2,13,9,13,9,9,13,10,9,13,9,10,10,12,12,12,12,13,11,5,6,5,6,-22,5,3,3,5,-62,5,6,5,6,20,5,6,6,2,-74,1,6,5,6,2,6,-20,3,6,6,3,2,5,-41,1,4,5,3,6,3,-68,2,3,2,5,5,3,51,8,anything chocolate,,0,24,471700
2019-06-18 17:12:38,2019-06-18 17:21:11,0,100,513,1,2019-06-18 17:21:12,R_3Wtl5924K6wU3Cx,anonymous,EN,26,2,,1,,1,,-30,-17,5,3,4,3,4,4,5,6,4,2,6,4,5,5,3,4,5,6,5,4,3,4,5,4,6,5,4,3,13,11,11,12,13,13,11,11,12,13,13,12,11,11,13,12,11,12,6,5,4,5,40,6,5,5,4,40,6,5,4,5,31,5,4,5,6,40,1,9,4,4,6,3,40,2,9,4,4,3,6,30,2,6,6,5,4,5,34,1,6,5,6,4,4,50,9,PIZZA,GOOD,0,2,562810
2019-06-18 17:05:21,2019-06-18 17:21:16,0,100,955,1,2019-06-18 17:21:16,R_1F2PEHwdTec5s15,anonymous,EN,24,2,,4,,8,Mixed - Jewish & Christian,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,6,6,6,6,6,5,6,6,6,4,4,13,14,8,8,8,8,14,14,14,14,14,14,12,12,13,8,8,8,6,6,3,6,95,5,4,4,4,1,3,5,6,3,41,5,5,5,5,1,3,8,5,6,3,5,1,2,8,5,5,3,5,1,2,3,4,4,5,3,13,1,3,4,5,4,4,1,7,Brownies,,1,8,2849487
2019-06-18 16:48:24,2019-06-18 17:21:23,0,100,1978,1,2019-06-18 17:21:23,R_w61YKTSG3x1FMSB,anonymous,EN,36,2,,1,,1,,-45,-2,1,2,3,1,5,7,6,7,1,2,1,4,6,6,5,4,6,3,3,4,5,5,5,6,6,6,4,3,13,9,11,12,8,13,10,12,11,9,12,11,12,12,12,12,12,13,6,6,3,5,-39,2,5,6,4,-95,5,4,5,6,17,5,6,5,4,-62,1,9,5,5,5,4,22,3,8,2,5,4,5,53,1,6,6,5,5,6,0,2,4,2,6,3,5,65,7,Fruit,,0,9,9956187
2019-06-18 17:02:32,2019-06-18 17:21:35,0,100,1143,1,2019-06-18 17:21:35,R_0ilIHlnJpDnIAbT,anonymous,EN,26,2,,1,,6,,-19,-37,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,6,6,6,6,6,6,5,3,5,4,4,14,8,13,8,8,14,8,8,14,8,12,9,13,12,10,10,12,12,1,7,1,7,0,1,7,7,5,100,1,1,7,1,100,1,7,7,1,0,3,4,1,7,1,7,0,2,4,1,7,2,2,0,2,7,2,7,7,1,-90,1,4,1,7,7,1,-62,7,french fries,,1,8,4456544
2019-06-18 16:55:00,2019-06-18 17:22:47,0,100,1667,1,2019-06-18 17:22:48,R_1cYWtXk41eRYiny,anonymous,EN,55,2,,1,,1,,-8,-42,1,2,2,1,7,6,7,1,1,2,2,6,7,7,7,7,6,7,7,7,7,7,6,5,6,6,4,5,13,8,12,9,10,14,11,9,13,10,12,11,13,13,12,12,13,14,7,5,3,6,-61,5,5,3,4,-22,6,7,5,6,0,2,6,4,3,-22,1,7,6,6,5,7,-21,3,5,5,6,3,3,0,1,2,6,6,5,6,20,2,6,1,5,3,3,79,5,lasagna,"Some of these differences of opinion really did have a possibility of causing real world problems, like stating that one culture is superior or that some people are psychotic.",0,2,8884480
2019-06-18 16:57:46,2019-06-18 17:23:10,0,100,1523,1,2019-06-18 17:23:11,R_1QGDOIUKy5v751Y,anonymous,EN,47,2,,1,,7,,-33,-32,6,4,3,5,4,7,7,6,2,1,2,2,7,7,7,7,5,6,3,5,6,6,1,6,6,4,3,4,9,12,9,11,12,14,12,11,10,12,14,13,12,11,10,9,13,13,2,7,1,1,100,1,7,7,1,100,2,4,7,4,99,1,5,6,6,0,3,4,2,7,1,7,-64,2,4,1,7,7,1,-100,2,1,2,6,7,4,0,1,1,1,6,6,4,0,7,Salad,This took much longer than the stated time,1,18,8305300
2019-06-18 17:03:35,2019-06-18 17:23:36,0,100,1201,1,2019-06-18 17:23:37,R_1rxfHfdzZhfTBTK,anonymous,EN,53,1,,1,,1,,-42,-42,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,7,6,5,5,5,5,5,4,6,4,3,3,8,8,13,8,8,13,9,8,8,8,10,10,14,13,13,11,11,11,7,7,4,2,-81,2,7,6,2,-40,7,6,6,6,0,4,6,4,5,-25,1,5,6,7,6,2,0,3,6,2,6,6,4,0,1,5,7,6,6,7,40,2,5,2,7,4,6,50,7,hamburgers,"thank you ",0,1,9858113
2019-06-18 17:03:07,2019-06-18 17:23:48,0,100,1240,1,2019-06-18 17:23:48,R_yPhz25E5yz8mZFf,anonymous,EN,30,1,,3,,1,,-40,-41,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,7,6,6,6,6,6,6,5,6,5,4,4,13,8,10,8,10,13,12,13,13,8,8,8,8,8,8,8,8,8,5,5,6,5,3,6,5,6,5,45,5,4,5,5,13,5,7,6,1,36,1,6,5,5,6,3,21,3,6,6,6,5,6,26,1,4,4,4,6,6,68,2,5,6,7,6,5,46,7,pancakes,,0,10,292036
2019-06-18 17:14:46,2019-06-18 17:24:59,0,100,613,1,2019-06-18 17:25:00,R_2PjtFdNmjWGbgD7,anonymous,EN,30,1,,1,,7,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,7,2,2,2,5,2,2,4,4,4,3,2,9,11,13,8,11,14,8,8,13,8,9,12,9,12,12,12,12,12,6,6,2,6,0,1,7,7,1,0,2,6,6,2,0,4,7,6,1,0,3,4,6,6,1,5,-52,2,4,1,7,7,1,-68,2,1,2,6,6,2,-44,1,1,4,7,6,1,-59,9,Pizza,,1,7,3895527
2019-06-18 17:14:59,2019-06-18 17:25:04,0,100,604,1,2019-06-18 17:25:04,R_2BmTC6qNTua881P,anonymous,EN,40,2,,1,,6,,-32,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,7,5,5,6,6,5,6,7,6,4,4,8,14,8,8,14,8,10,9,8,14,14,14,13,13,8,8,13,10,5,7,1,5,-100,7,1,1,7,-100,1,1,7,2,-100,2,5,6,2,-100,1,5,5,7,1,5,100,3,5,7,1,1,7,100,1,4,5,4,7,4,100,2,3,1,5,6,4,100,8,pizza,,0,13,6711317
2019-06-18 17:10:46,2019-06-18 17:25:40,0,100,894,1,2019-06-18 17:25:41,R_1rp2olwJ9s54eux,anonymous,EN,35,2,,2,,6,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,5,6,6,6,6,4,5,7,5,3,4,11,8,11,9,11,8,10,11,12,8,9,12,13,11,11,11,13,11,6,5,5,4,30,1,6,7,4,52,7,6,5,6,57,1,5,5,7,61,3,6,6,6,5,4,-28,2,5,4,6,4,5,-19,2,3,5,6,5,4,-41,1,7,7,5,4,2,-100,7,chicken quesadillas with guacamole and sour cream.,"I found this study to be interesting and thought-provoking. ",1,14,762223
2019-06-18 17:19:32,2019-06-18 17:25:44,0,100,371,1,2019-06-18 17:25:45,R_2duuV0ju0filDMg,anonymous,EN,23,2,,1,,8,Judaism,-49,-50,1,1,1,1,6,7,7,6,2,1,2,6,3,6,7,6,6,7,7,7,7,7,6,7,6,7,5,5,14,13,10,10,8,9,9,9,14,13,14,13,13,13,13,13,11,11,7,6,5,6,-16,3,3,5,6,-19,1,1,7,2,-85,7,1,2,2,-100,1,7,7,6,6,5,97,3,7,1,5,5,2,96,1,7,6,6,3,7,91,2,7,1,6,5,3,82,7,pizza,,0,8,9196233
2019-06-18 17:10:53,2019-06-18 17:25:47,0,100,893,1,2019-06-18 17:25:47,R_vqVqCu4y7Gjw4eZ,anonymous,EN,29,1,,1,,7,,-32,-32,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,5,5,5,5,5,3,3,5,4,3,4,13,13,14,8,8,9,12,12,13,13,12,13,13,13,11,11,11,13,4,7,7,4,0,4,6,6,2,0,4,5,7,5,0,1,5,4,6,0,3,4,4,7,6,4,0,2,4,3,6,6,3,0,1,1,4,6,7,5,0,1,1,1,7,4,7,0,7,My favorite food is pizza even though I can't eat it anymore since I'm on keto.,,1,9,5620247
2019-06-18 16:55:57,2019-06-18 17:26:14,0,100,1816,1,2019-06-18 17:26:14,R_2VEEQYHvWSqCEmD,anonymous,EN,66,2,,1,,1,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,6,6,6,6,6,3,4,5,3,3,3,13,9,11,10,9,8,10,9,9,8,9,10,12,11,12,12,13,13,6,7,2,7,-80,6,3,2,5,-19,3,6,6,5,4,7,6,6,2,-44,1,9,5,5,3,5,19,3,8,5,4,4,3,19,1,6,4,5,6,5,40,2,7,3,6,4,5,21,6,Scallops,,0,10,978276
